Country latitude	longitude	distance_from_france	is_from_france	alim_ssssgrp_nom_fr	alim_ssgrp_nom_fr	alim_grp_nom_fr	Nb_scans	Nb_unique_scans
Sweden	59.67497120000001	14.5208584	1675.5692610393523	0	fruits et leurs produits de la Réunion	fruits	fruits, légumes, légumineuses et oléagineux	5	4.0
Sweden	59.67497120000001	14.5208584	1675.5692610393523	0	jus	boissons sans alcool	eaux et autres boissons	23	17.0
Sweden	59.67497120000001	14.5208584	1675.5692610393523	0	laits de vache concentrés ou en poudre	laits	produits laitiers et assimilés	0	0.0
Sweden	59.67497120000001	14.5208584	1675.5692610393523	0	légumes et leurs produits de la Martinique	légumes	fruits, légumes, légumineuses et oléagineux	39	11.0
Sweden	59.67497120000001	14.5208584	1675.5692610393523	0	pains	pains et assimilés	produits céréaliers	981	567.0
Sweden	59.67497120000001	14.5208584	1675.5692610393523	0	pâtes, riz et céréales crus	pâtes, riz et céréales	produits céréaliers	0	0.0
Sweden	59.67497120000001	14.5208584	1675.5692610393523	0	sauces condimentaires	sauces	aides culinaires et ingrédients divers	1	1.0
Sweden	59.67497120000001	14.5208584	1675.5692610393523	0	yaourts et spécialités laitières type yaourt	produits laitiers frais et assimilés	produits laitiers et assimilés	0	0.0
Sweden	59.67497120000001	14.5208584	1675.5692610393523	0	œufs crus	œufs	viandes, œufs, poissons et assimilés	3	2.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	Autre aides culinaires	aides culinaires	aides culinaires et ingrédients divers	0	0.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	Autre aides culinaires et ingrédients pour végétariens	aides culinaires et ingrédients pour végétariens	aides culinaires et ingrédients divers	3	3.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	Autre autres matières grasses	autres matières grasses	matières grasses	6	2.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	Autre beurres	beurres	matières grasses	320	182.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	Autre biscuits apéritifs	biscuits apéritifs	produits céréaliers	34	23.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	Autre biscuits sucrés	biscuits sucrés	produits sucrés	678	440.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	Autre chocolats et produits à base de chocolat	chocolats et produits à base de chocolat	produits sucrés	405	218.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	Autre condiments	condiments	aides culinaires et ingrédients divers	58	37.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	Autre confiseries non chocolatées	confiseries non chocolatées	produits sucrés	4	3.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	Autre céréales de petit-déjeuner	céréales de petit-déjeuner	produits sucrés	91	53.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	Autre denrées destinées à une alimentation particulière	denrées destinées à une alimentation particulière	aides culinaires et ingrédients divers	17	13.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	Autre feuilletées et autres entrées	feuilletées et autres entrées	entrées et plats composés	212	120.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	Autre fruits à coque et graines oléagineuses	fruits à coque et graines oléagineuses	fruits, légumes, légumineuses et oléagineux	10	2.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	Autre gâteaux et pâtisseries	gâteaux et pâtisseries	produits sucrés	392	257.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	Autre laits	laits	produits laitiers et assimilés	194	102.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	Autre pizzas, tartes et crêpes salées	pizzas, tartes et crêpes salées	entrées et plats composés	91	61.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	Autre produits laitiers frais et assimilés	produits laitiers frais et assimilés	produits laitiers et assimilés	55	32.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	Autre produits sucrés	Autre produits sucrés	produits sucrés	357	208.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	Autre produits à base de poissons et produits de la mer	produits à base de poissons et produits de la mer	viandes, œufs, poissons et assimilés	598	369.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	Autre salades composées et crudités	salades composées et crudités	entrées et plats composés	1	1.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	Autre sandwichs	sandwichs	entrées et plats composés	3	1.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	Autre viennoiseries	viennoiseries	produits sucrés	4	2.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	autres desserts	produits laitiers frais et assimilés	produits laitiers et assimilés	9	1.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	autres spécialités charcutières	charcuteries et assimilés	viandes, œufs, poissons et assimilés	21	12.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	autres viandes	viandes cuites	viandes, œufs, poissons et assimilés	157	99.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	boissons rafraîchissantes lactées	boissons sans alcool	eaux et autres boissons	57	35.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	boissons rafraîchissantes sans alcool	boissons sans alcool	eaux et autres boissons	17	12.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	boissons végétales	boissons sans alcool	eaux et autres boissons	1439	853.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	boissons à reconstituer	boissons sans alcool	eaux et autres boissons	33	19.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	bœuf et veau	viandes cuites	viandes, œufs, poissons et assimilés	8	1.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	café, thé, cacao etc. prêts à consommer	boissons sans alcool	eaux et autres boissons	75	40.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	compotes et assimilés	fruits	fruits, légumes, légumineuses et oléagineux	11	6.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	desserts lactés	produits laitiers frais et assimilés	produits laitiers et assimilés	299	170.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	desserts végétaux	produits laitiers frais et assimilés	produits laitiers et assimilés	54	40.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	dinde	viandes cuites	viandes, œufs, poissons et assimilés	2	2.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	fromage fondus	fromages et assimilés	produits laitiers et assimilés	35	25.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	fromages blancs	produits laitiers frais et assimilés	produits laitiers et assimilés	233	135.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	fromages à pâte molle	fromages et assimilés	produits laitiers et assimilés	20	15.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	fromages à pâte pressée	fromages et assimilés	produits laitiers et assimilés	71	44.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	fruits crus	fruits	fruits, légumes, légumineuses et oléagineux	378	202.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	fruits et leurs produits de la Martinique	fruits	fruits, légumes, légumineuses et oléagineux	348	178.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	fruits et leurs produits de la Réunion	fruits	fruits, légumes, légumineuses et oléagineux	160	89.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	fruits séchés	fruits	fruits, légumes, légumineuses et oléagineux	0	0.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	herbes fraîches	herbes	aides culinaires et ingrédients divers	7	4.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	herbes séchées	herbes	aides culinaires et ingrédients divers	187	123.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	jambons cuits	charcuteries et assimilés	viandes, œufs, poissons et assimilés	0	0.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	jambons secs et crus	charcuteries et assimilés	viandes, œufs, poissons et assimilés	31	15.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	jus	boissons sans alcool	eaux et autres boissons	156	91.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	laits autres que de vache	laits	produits laitiers et assimilés	21	12.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	laits de vache concentrés ou en poudre	laits	produits laitiers et assimilés	47	24.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	laits de vaches liquides (non concentrés)	laits	produits laitiers et assimilés	76	46.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	légumes crus	légumes	fruits, légumes, légumineuses et oléagineux	430	288.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	légumes cuits	légumes	fruits, légumes, légumineuses et oléagineux	0	0.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	légumes et leurs produits de la Martinique	légumes	fruits, légumes, légumineuses et oléagineux	57	24.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	légumes et leurs produits de la Réunion	légumes	fruits, légumes, légumineuses et oléagineux	67	28.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	légumes séchés ou déshydratés	légumes	fruits, légumes, légumineuses et oléagineux	1	1.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	omelettes et autres ovoproduits	œufs	viandes, œufs, poissons et assimilés	5	3.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	pains	pains et assimilés	produits céréaliers	135	69.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	plats de céréales/pâtes	plats composés	entrées et plats composés	747	462.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	plats de fromage	plats composés	entrées et plats composés	3	3.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	plats de légumes/légumineuses	plats composés	entrées et plats composés	5	4.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	plats de poisson et féculents	plats composés	entrées et plats composés	35	17.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	plats de poisson sans garniture	plats composés	entrées et plats composés	5	3.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	plats de viande et féculents	plats composés	entrées et plats composés	11	7.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	plats de viande et légumes/légumineuses	plats composés	entrées et plats composés	133	77.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	plats de viande sans garniture	plats composés	entrées et plats composés	69	47.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	plats végétariens	plats composés	entrées et plats composés	2	2.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	porc	viandes cuites	viandes, œufs, poissons et assimilés	14	8.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	poulet	viandes cuites	viandes, œufs, poissons et assimilés	9	7.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	pâtes, riz et céréales crus	pâtes, riz et céréales	produits céréaliers	237	154.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	pâtés et terrines	charcuteries et assimilés	viandes, œufs, poissons et assimilés	20	12.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	quenelles	charcuteries et assimilés	viandes, œufs, poissons et assimilés	0	0.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	rillettes	charcuteries et assimilés	viandes, œufs, poissons et assimilés	1	1.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	sauces chaudes	sauces	aides culinaires et ingrédients divers	89	45.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	sauces condimentaires	sauces	aides culinaires et ingrédients divers	171	106.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	sauces sucrées	sauces	aides culinaires et ingrédients divers	217	135.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	saucisson secs	charcuteries et assimilés	viandes, œufs, poissons et assimilés	1	1.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	substituts de charcuteries pour végétariens	charcuteries et assimilés	viandes, œufs, poissons et assimilés	24	11.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	substituts de fromages pour végétariens	fromages et assimilés	produits laitiers et assimilés	0	0.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	vins	boisson alcoolisées	eaux et autres boissons	23	18.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	yaourts et spécialités laitières type yaourt	produits laitiers frais et assimilés	produits laitiers et assimilés	476	244.0
Switzerland	46.7985624	8.231973599999998	484.65142548390776	0	œufs crus	œufs	viandes, œufs, poissons et assimilés	54	29.0
Thailand	14.8971921	100.83273	9485.08719559455	0	Autre biscuits apéritifs	biscuits apéritifs	produits céréaliers	157	105.0
Thailand	14.8971921	100.83273	9485.08719559455	0	Autre biscuits sucrés	biscuits sucrés	produits sucrés	23	16.0
Thailand	14.8971921	100.83273	9485.08719559455	0	Autre condiments	condiments	aides culinaires et ingrédients divers	7	5.0
Thailand	14.8971921	100.83273	9485.08719559455	0	Autre entrées et plats composés	Autre entrées et plats composés	entrées et plats composés	3	3.0
Thailand	14.8971921	100.83273	9485.08719559455	0	Autre feuilletées et autres entrées	feuilletées et autres entrées	entrées et plats composés	35	25.0
Thailand	14.8971921	100.83273	9485.08719559455	0	Autre pizzas, tartes et crêpes salées	pizzas, tartes et crêpes salées	entrées et plats composés	27	16.0
Thailand	14.8971921	100.83273	9485.08719559455	0	Autre produits sucrés	Autre produits sucrés	produits sucrés	2	1.0
Thailand	14.8971921	100.83273	9485.08719559455	0	Autre produits à base de poissons et produits de la mer	produits à base de poissons et produits de la mer	viandes, œufs, poissons et assimilés	85	49.0
Thailand	14.8971921	100.83273	9485.08719559455	0	Autre sels	sels	aides culinaires et ingrédients divers	5	4.0
Thailand	14.8971921	100.83273	9485.08719559455	0	Autre soupes	soupes	entrées et plats composés	172	106.0
Thailand	14.8971921	100.83273	9485.08719559455	0	Autre épices	épices	aides culinaires et ingrédients divers	0	0.0
Thailand	14.8971921	100.83273	9485.08719559455	0	autres desserts	produits laitiers frais et assimilés	produits laitiers et assimilés	0	0.0
Thailand	14.8971921	100.83273	9485.08719559455	0	autres viandes	viandes cuites	viandes, œufs, poissons et assimilés	0	0.0
Thailand	14.8971921	100.83273	9485.08719559455	0	boissons rafraîchissantes sans alcool	boissons sans alcool	eaux et autres boissons	12	8.0
Thailand	14.8971921	100.83273	9485.08719559455	0	boissons végétales	boissons sans alcool	eaux et autres boissons	1287	800.0
Thailand	14.8971921	100.83273	9485.08719559455	0	boissons à reconstituer	boissons sans alcool	eaux et autres boissons	145	92.0
Thailand	14.8971921	100.83273	9485.08719559455	0	bœuf et veau	viandes cuites	viandes, œufs, poissons et assimilés	139	89.0
Thailand	14.8971921	100.83273	9485.08719559455	0	café, thé, cacao etc. prêts à consommer	boissons sans alcool	eaux et autres boissons	92	64.0
Thailand	14.8971921	100.83273	9485.08719559455	0	desserts lactés	produits laitiers frais et assimilés	produits laitiers et assimilés	0	0.0
Thailand	14.8971921	100.83273	9485.08719559455	0	desserts végétaux	produits laitiers frais et assimilés	produits laitiers et assimilés	266	172.0
Thailand	14.8971921	100.83273	9485.08719559455	0	dinde	viandes cuites	viandes, œufs, poissons et assimilés	9	5.0
Thailand	14.8971921	100.83273	9485.08719559455	0	fromage fondus	fromages et assimilés	produits laitiers et assimilés	12	4.0
Thailand	14.8971921	100.83273	9485.08719559455	0	fromages blancs	produits laitiers frais et assimilés	produits laitiers et assimilés	4	4.0
Thailand	14.8971921	100.83273	9485.08719559455	0	fromages à pâte persillée	fromages et assimilés	produits laitiers et assimilés	1	1.0
Thailand	14.8971921	100.83273	9485.08719559455	0	fruits appertisés	fruits	fruits, légumes, légumineuses et oléagineux	2	2.0
Thailand	14.8971921	100.83273	9485.08719559455	0	fruits crus	fruits	fruits, légumes, légumineuses et oléagineux	91	50.0
Thailand	14.8971921	100.83273	9485.08719559455	0	fruits et leurs produits de la Martinique	fruits	fruits, légumes, légumineuses et oléagineux	596	364.0
Thailand	14.8971921	100.83273	9485.08719559455	0	fruits et leurs produits de la Réunion	fruits	fruits, légumes, légumineuses et oléagineux	137	91.0
Thailand	14.8971921	100.83273	9485.08719559455	0	fruits séchés	fruits	fruits, légumes, légumineuses et oléagineux	4	3.0
Thailand	14.8971921	100.83273	9485.08719559455	0	herbes séchées	herbes	aides culinaires et ingrédients divers	6	5.0
Thailand	14.8971921	100.83273	9485.08719559455	0	jus	boissons sans alcool	eaux et autres boissons	113	72.0
Thailand	14.8971921	100.83273	9485.08719559455	0	laits autres que de vache	laits	produits laitiers et assimilés	7	4.0
Thailand	14.8971921	100.83273	9485.08719559455	0	laits de vaches liquides (non concentrés)	laits	produits laitiers et assimilés	173	118.0
Thailand	14.8971921	100.83273	9485.08719559455	0	légumes crus	légumes	fruits, légumes, légumineuses et oléagineux	4	3.0
Thailand	14.8971921	100.83273	9485.08719559455	0	légumes cuits	légumes	fruits, légumes, légumineuses et oléagineux	4	4.0
Thailand	14.8971921	100.83273	9485.08719559455	0	légumes et leurs produits de la Réunion	légumes	fruits, légumes, légumineuses et oléagineux	148	98.0
Thailand	14.8971921	100.83273	9485.08719559455	0	légumes séchés ou déshydratés	légumes	fruits, légumes, légumineuses et oléagineux	95	53.0
Thailand	14.8971921	100.83273	9485.08719559455	0	pains	pains et assimilés	produits céréaliers	4	4.0
Thailand	14.8971921	100.83273	9485.08719559455	0	plats de céréales/pâtes	plats composés	entrées et plats composés	272	158.0
Thailand	14.8971921	100.83273	9485.08719559455	0	plats de fromage	plats composés	entrées et plats composés	1	1.0
Thailand	14.8971921	100.83273	9485.08719559455	0	plats de légumes/légumineuses	plats composés	entrées et plats composés	0	0.0
Thailand	14.8971921	100.83273	9485.08719559455	0	plats de poisson et féculents	plats composés	entrées et plats composés	10	5.0
Thailand	14.8971921	100.83273	9485.08719559455	0	plats de poisson sans garniture	plats composés	entrées et plats composés	0	0.0
Thailand	14.8971921	100.83273	9485.08719559455	0	plats de viande et féculents	plats composés	entrées et plats composés	5	4.0
Thailand	14.8971921	100.83273	9485.08719559455	0	plats de viande sans garniture	plats composés	entrées et plats composés	1	1.0
Thailand	14.8971921	100.83273	9485.08719559455	0	plats végétariens	plats composés	entrées et plats composés	142	89.0
Thailand	14.8971921	100.83273	9485.08719559455	0	porc	viandes cuites	viandes, œufs, poissons et assimilés	6	5.0
Thailand	14.8971921	100.83273	9485.08719559455	0	poulet	viandes cuites	viandes, œufs, poissons et assimilés	665	404.0
Thailand	14.8971921	100.83273	9485.08719559455	0	pâtes, riz et céréales crus	pâtes, riz et céréales	produits céréaliers	1042	680.0
Thailand	14.8971921	100.83273	9485.08719559455	0	quenelles	charcuteries et assimilés	viandes, œufs, poissons et assimilés	20	12.0
Thailand	14.8971921	100.83273	9485.08719559455	0	sauces chaudes	sauces	aides culinaires et ingrédients divers	11	8.0
Thailand	14.8971921	100.83273	9485.08719559455	0	sauces condimentaires	sauces	aides culinaires et ingrédients divers	49	26.0
Thailand	14.8971921	100.83273	9485.08719559455	0	sauces sucrées	sauces	aides culinaires et ingrédients divers	137	87.0
Thailand	14.8971921	100.83273	9485.08719559455	0	saucisses et assimilés	charcuteries et assimilés	viandes, œufs, poissons et assimilés	18	18.0
Thailand	14.8971921	100.83273	9485.08719559455	0	œufs cuits	œufs	viandes, œufs, poissons et assimilés	15	10.0
Togo	8.7800265	1.0199764999999998	4211.289658641607	0	Autre biscuits sucrés	biscuits sucrés	produits sucrés	28	20.0
Togo	8.7800265	1.0199764999999998	4211.289658641607	0	Autre chocolats et produits à base de chocolat	chocolats et produits à base de chocolat	produits sucrés	126	83.0
Togo	8.7800265	1.0199764999999998	4211.289658641607	0	Autre sandwichs	sandwichs	entrées et plats composés	1	1.0
Togo	8.7800265	1.0199764999999998	4211.289658641607	0	Autre viennoiseries	viennoiseries	produits sucrés	46	26.0
Togo	8.7800265	1.0199764999999998	4211.289658641607	0	boissons rafraîchissantes sans alcool	boissons sans alcool	eaux et autres boissons	241	140.0
Togo	8.7800265	1.0199764999999998	4211.289658641607	0	fruits crus	fruits	fruits, légumes, légumineuses et oléagineux	21	14.0
Togo	8.7800265	1.0199764999999998	4211.289658641607	0	fruits séchés	fruits	fruits, légumes, légumineuses et oléagineux	3	2.0
Togo	8.7800265	1.0199764999999998	4211.289658641607	0	jus	boissons sans alcool	eaux et autres boissons	0	0.0
Togo	8.7800265	1.0199764999999998	4211.289658641607	0	légumineuses sèches	légumineuses	fruits, légumes, légumineuses et oléagineux	0	0.0
Togo	8.7800265	1.0199764999999998	4211.289658641607	0	pains	pains et assimilés	produits céréaliers	273	183.0
Trinidad and Tobago	10.8677845	-60.9821067	7079.638952402667	0	Autre produits à base de poissons et produits de la mer	produits à base de poissons et produits de la mer	viandes, œufs, poissons et assimilés	102	70.0
Trinidad and Tobago	10.8677845	-60.9821067	7079.638952402667	0	boissons rafraîchissantes sans alcool	boissons sans alcool	eaux et autres boissons	24	20.0
Trinidad and Tobago	10.8677845	-60.9821067	7079.638952402667	0	boissons végétales	boissons sans alcool	eaux et autres boissons	3	2.0
Trinidad and Tobago	10.8677845	-60.9821067	7079.638952402667	0	café, thé, cacao etc. prêts à consommer	boissons sans alcool	eaux et autres boissons	11	6.0
Trinidad and Tobago	10.8677845	-60.9821067	7079.638952402667	0	légumes séchés ou déshydratés	légumes	fruits, légumes, légumineuses et oléagineux	4	2.0
Trinidad and Tobago	10.8677845	-60.9821067	7079.638952402667	0	plats de légumes/légumineuses	plats composés	entrées et plats composés	1	1.0
Trinidad and Tobago	10.8677845	-60.9821067	7079.638952402667	0	sauces sucrées	sauces	aides culinaires et ingrédients divers	0	0.0
Tunisia	33.8439408	9.400138	1555.4918194421246	0	Autre biscuits sucrés	biscuits sucrés	produits sucrés	98	73.0
Tunisia	33.8439408	9.400138	1555.4918194421246	0	Autre confiseries non chocolatées	confiseries non chocolatées	produits sucrés	6	2.0
Tunisia	33.8439408	9.400138	1555.4918194421246	0	Autre eaux	eaux	eaux et autres boissons	3	3.0
Tunisia	33.8439408	9.400138	1555.4918194421246	0	Autre eaux et autres boissons	Autre eaux et autres boissons	eaux et autres boissons	1	1.0
Tunisia	33.8439408	9.400138	1555.4918194421246	0	Autre produits laitiers frais et assimilés	produits laitiers frais et assimilés	produits laitiers et assimilés	16	15.0
Tunisia	33.8439408	9.400138	1555.4918194421246	0	Autre produits à base de poissons et produits de la mer	produits à base de poissons et produits de la mer	viandes, œufs, poissons et assimilés	8	4.0
Tunisia	33.8439408	9.400138	1555.4918194421246	0	boissons rafraîchissantes sans alcool	boissons sans alcool	eaux et autres boissons	70	50.0
Tunisia	33.8439408	9.400138	1555.4918194421246	0	boissons végétales	boissons sans alcool	eaux et autres boissons	3265	2034.0
Tunisia	33.8439408	9.400138	1555.4918194421246	0	fromages blancs	produits laitiers frais et assimilés	produits laitiers et assimilés	4	3.0
Tunisia	33.8439408	9.400138	1555.4918194421246	0	fruits appertisés	fruits	fruits, légumes, légumineuses et oléagineux	7	5.0
Tunisia	33.8439408	9.400138	1555.4918194421246	0	fruits crus	fruits	fruits, légumes, légumineuses et oléagineux	25	12.0
Tunisia	33.8439408	9.400138	1555.4918194421246	0	fruits et leurs produits de la Réunion	fruits	fruits, légumes, légumineuses et oléagineux	6	3.0
Tunisia	33.8439408	9.400138	1555.4918194421246	0	fruits séchés	fruits	fruits, légumes, légumineuses et oléagineux	260	98.0
Tunisia	33.8439408	9.400138	1555.4918194421246	0	jus	boissons sans alcool	eaux et autres boissons	0	0.0
Tunisia	33.8439408	9.400138	1555.4918194421246	0	laits autres que de vache	laits	produits laitiers et assimilés	8	5.0
Tunisia	33.8439408	9.400138	1555.4918194421246	0	légumes crus	légumes	fruits, légumes, légumineuses et oléagineux	24	11.0
Tunisia	33.8439408	9.400138	1555.4918194421246	0	légumes et leurs produits de la Martinique	légumes	fruits, légumes, légumineuses et oléagineux	32	11.0
Tunisia	33.8439408	9.400138	1555.4918194421246	0	légumes et leurs produits de la Réunion	légumes	fruits, légumes, légumineuses et oléagineux	39	24.0
Tunisia	33.8439408	9.400138	1555.4918194421246	0	légumes séchés ou déshydratés	légumes	fruits, légumes, légumineuses et oléagineux	840	559.0
Tunisia	33.8439408	9.400138	1555.4918194421246	0	pains	pains et assimilés	produits céréaliers	5	1.0
Tunisia	33.8439408	9.400138	1555.4918194421246	0	plats de poisson sans garniture	plats composés	entrées et plats composés	4	3.0
Tunisia	33.8439408	9.400138	1555.4918194421246	0	plats de viande et légumes/légumineuses	plats composés	entrées et plats composés	5	5.0
Tunisia	33.8439408	9.400138	1555.4918194421246	0	sauces chaudes	sauces	aides culinaires et ingrédients divers	142	88.0
Tunisia	33.8439408	9.400138	1555.4918194421246	0	sauces condimentaires	sauces	aides culinaires et ingrédients divers	2	1.0
Tunisia	33.8439408	9.400138	1555.4918194421246	0	sauces sucrées	sauces	aides culinaires et ingrédients divers	76	48.0
Turkey	38.959759399999996	34.9249653	2806.552270707667	0	Autre biscuits sucrés	biscuits sucrés	produits sucrés	1383	808.0
Turkey	38.959759399999996	34.9249653	2806.552270707667	0	Autre chocolats et produits à base de chocolat	chocolats et produits à base de chocolat	produits sucrés	0	0.0
Turkey	38.959759399999996	34.9249653	2806.552270707667	0	Autre confiseries non chocolatées	confiseries non chocolatées	produits sucrés	2	1.0
Turkey	38.959759399999996	34.9249653	2806.552270707667	0	Autre produits sucrés	Autre produits sucrés	produits sucrés	33	18.0
Turkey	38.959759399999996	34.9249653	2806.552270707667	0	Autre produits à base de poissons et produits de la mer	produits à base de poissons et produits de la mer	viandes, œufs, poissons et assimilés	251	175.0
Turkey	38.959759399999996	34.9249653	2806.552270707667	0	Autre viandes cuites	viandes cuites	viandes, œufs, poissons et assimilés	0	0.0
Turkey	38.959759399999996	34.9249653	2806.552270707667	0	autres desserts	produits laitiers frais et assimilés	produits laitiers et assimilés	2	1.0
Turkey	38.959759399999996	34.9249653	2806.552270707667	0	boissons rafraîchissantes sans alcool	boissons sans alcool	eaux et autres boissons	10	4.0
Turkey	38.959759399999996	34.9249653	2806.552270707667	0	boissons végétales	boissons sans alcool	eaux et autres boissons	456	270.0
Turkey	38.959759399999996	34.9249653	2806.552270707667	0	boissons à reconstituer	boissons sans alcool	eaux et autres boissons	76	44.0
Turkey	38.959759399999996	34.9249653	2806.552270707667	0	café, thé, cacao etc. prêts à consommer	boissons sans alcool	eaux et autres boissons	2	1.0
Turkey	38.959759399999996	34.9249653	2806.552270707667	0	desserts lactés	produits laitiers frais et assimilés	produits laitiers et assimilés	30	25.0
Turkey	38.959759399999996	34.9249653	2806.552270707667	0	fromages blancs	produits laitiers frais et assimilés	produits laitiers et assimilés	5	4.0
Turkey	38.959759399999996	34.9249653	2806.552270707667	0	fromages à pâte persillée	fromages et assimilés	produits laitiers et assimilés	14	10.0
Turkey	38.959759399999996	34.9249653	2806.552270707667	0	fromages à pâte pressée	fromages et assimilés	produits laitiers et assimilés	12	2.0
Turkey	38.959759399999996	34.9249653	2806.552270707667	0	fruits crus	fruits	fruits, légumes, légumineuses et oléagineux	165	103.0
Turkey	38.959759399999996	34.9249653	2806.552270707667	0	fruits et leurs produits de la Martinique	fruits	fruits, légumes, légumineuses et oléagineux	66	33.0
Turkey	38.959759399999996	34.9249653	2806.552270707667	0	fruits et leurs produits de la Réunion	fruits	fruits, légumes, légumineuses et oléagineux	2	2.0
Turkey	38.959759399999996	34.9249653	2806.552270707667	0	fruits séchés	fruits	fruits, légumes, légumineuses et oléagineux	546	360.0
Turkey	38.959759399999996	34.9249653	2806.552270707667	0	herbes séchées	herbes	aides culinaires et ingrédients divers	7	4.0
Turkey	38.959759399999996	34.9249653	2806.552270707667	0	jus	boissons sans alcool	eaux et autres boissons	261	174.0
Turkey	38.959759399999996	34.9249653	2806.552270707667	0	laits de vaches liquides (non concentrés)	laits	produits laitiers et assimilés	83	55.0
